#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
50.16	0.871	35.16	16.60	35.10	20.01	8.49	-10000	1	-4.19	0.427	6.97	-47.75	-100.00	-4.19	-10000	-10000	
50.79	0.788	38.74	18.87	38.69	23.80	9.53	-10000	1	-11.33	0.557	5.34	-48.43	-100.00	-11.33	-10000	-10000	
50.47	0.811	43.09	20.19	43.07	26.07	8.50	-10000	1	-10.60	0.307	5.11	-38.39	-100.00	-10.60	-10000	-10000	
50.47	0.760	46.82	25.92	46.78	30.00	9.81	-10000	0	-12.07	0.546	0.91	-41.80	-100.00	-13.61	-10000	-10000	
50.96	0.823	49.01	28.03	48.98	31.62	-10000	-10000	0	-7.40	0.522	-7.41	-39.29	-100.00	-14.80	-10000	-10000	
49.84	0.718	44.99	24.37	44.95	28.22	10.71	-10000	1	-6.55	0.439	-8.49	-39.91	-100.00	-15.04	-10000	-10000	
51.28	0.695	30.29	18.09	30.01	20.31	-10000	-10000	1	-1.68	0.509	-1.43	-50.13	-100.00	-3.12	-10000	-10000	
49.69	0.754	20.79	13.84	19.63	14.13	9.97	-10000	1	2.98	0.402	7.57	-52.89	-100.00	2.98	-10000	-10000	
-10000	-10000	21.04	15.29	19.55	16.12	-10000	-10000	1	6.72	0.469	5.01	-52.96	-100.00	6.72	-10000	-10000	
50.16	0.736	36.76	33.95	33.53	34.08	15.06	-10000	0	8.99	0.864	-13.06	-58.66	-100.00	-6.72	-10000	-10000	
52.98	0.713	40.03	36.95	37.07	37.23	16.04	-10000	0	6.65	0.756	-15.39	-45.36	-100.00	-14.01	-10000	-10000	
49.84	0.576	39.59	33.14	38.47	34.33	13.19	-10000	0	2.40	0.635	-11.29	-41.26	0.35	-16.56	-10000	-10000	
53.33	0.522	37.12	29.49	36.29	31.52	-10000	-10000	0	1.40	0.474	-7.30	-37.73	-100.00	-13.17	-10000	-10000	
146.79	0.487	34.62	30.00	32.76	30.96	23.49	-10000	0	-1.45	0.671	0.93	-46.44	-100.00	-1.45	-10000	-10000	
145.45	0.729	38.59	35.91	35.23	34.57	34.34	144.14	13	0.86	0.749	-3.64	-47.53	-100.00	-2.78	49.68	-10000	
141.59	0.869	39.26	35.53	36.86	35.39	34.35	140.28	13	-0.35	0.756	-4.53	-47.20	-100.00	-4.88	49.21	-10000	
139.13	0.769	37.21	33.75	34.60	32.84	33.00	137.87	12	3.20	0.668	-4.47	-44.40	-100.00	-1.27	48.91	-10000	
134.45	0.694	36.81	32.53	34.77	32.16	31.17	133.33	13	1.44	0.613	-7.59	-42.42	-100.00	-6.14	48.33	-41.42	
131.15	0.492	36.56	31.16	35.08	32.82	29.58	131.12	12	-3.93	0.510	-6.96	-37.66	-100.00	-10.89	48.04	-37.74	
126.98	0.446	34.39	29.96	32.44	30.39	28.47	126.94	13	-4.66	0.609	-8.01	-44.01	0.41	-12.67	47.48	-32.04	
62.75	0.669	32.71	27.92	30.96	27.38	26.86	125.92	12	1.26	0.577	-9.62	-45.65	0.76	-8.36	47.34	-21.19	
62.26	0.647	32.40	27.95	30.46	26.11	27.09	124.98	12	1.82	0.681	-11.38	-51.82	-100.00	-9.56	47.21	-16.08	
-10000	-10000	31.59	27.84	29.20	24.06	26.80	124.98	12	4.66	0.550	-13.24	-47.90	-100.00	-8.58	47.21	-10000	
48.93	0.573	31.95	26.43	30.51	25.70	24.94	125.92	12	0.92	0.523	-12.85	-45.24	0.57	-11.93	47.34	-10000	
54.98	0.574	32.12	24.62	31.25	26.84	-10000	-10000	1	-1.64	0.601	-8.34	-47.21	0.45	-10.98	-10000	-10000	
49.38	0.554	25.82	17.50	25.04	19.91	11.16	-10000	1	-4.75	0.456	2.29	-48.75	-100.00	-5.61	-10000	-10000	
53.51	0.564	19.42	14.33	17.29	14.09	10.35	-10000	1	5.35	0.477	6.46	-55.25	-100.00	5.35	-10000	-10000	
51.28	0.958	19.82	14.28	17.94	15.30	-10000	-10000	1	-0.14	0.608	2.10	-59.05	-100.00	-0.14	-10000	-10000	
54.61	0.546	19.90	13.92	17.79	13.77	9.20	-10000	1	2.20	0.696	3.20	-65.00	-100.00	2.20	-10000	-10000	
51.45	0.859	19.45	13.70	17.81	12.68	10.85	-10000	1	7.45	0.580	8.24	-60.48	-100.00	7.45	-10000	-10000	
50.63	0.693	20.16	15.16	18.17	12.96	12.45	-10000	1	8.70	0.604	10.04	-61.22	-100.00	8.70	-10000	-10000	
-10000	-10000	20.55	14.72	19.00	15.39	10.06	-10000	1	4.82	0.583	9.47	-57.89	-100.00	4.82	-10000	-10000	
52.63	0.531	43.55	33.00	43.15	42.46	-10000	-10000	0	-19.25	0.791	0.18	-42.82	-100.00	-24.26	-10000	-10000	
50.47	0.635	45.59	34.60	45.23	42.70	23.89	-10000	6	-18.27	0.662	-4.54	-34.23	0.34	-23.42	-10000	-10000	
168.42	0.300	37.53	27.47	37.08	30.93	18.04	-10000	0	-8.54	0.007	-10000	-31.23	-100.00	-10.83	-10000	-10000	
166.67	0.732	37.56	31.15	36.42	33.65	27.35	166.63	12	-4.84	0.589	1.50	-39.88	-100.00	-4.84	52.19	-10000	
166.67	0.900	38.86	33.70	37.28	32.41	33.02	166.63	12	0.99	0.621	1.83	-42.53	-100.00	0.99	52.19	-10000	
166.67	0.997	40.49	35.31	38.92	30.26	34.63	166.63	13	5.94	0.693	1.77	-48.34	-100.00	5.94	52.19	-10000	
164.95	0.943	40.13	36.03	38.00	30.00	35.61	164.91	13	6.16	0.723	-0.78	-50.39	-100.00	5.38	52.01	-18.66	
163.27	0.900	39.47	36.00	36.87	30.12	35.71	163.20	12	8.24	0.682	-2.97	-47.87	-100.00	5.27	51.83	-28.42	
160.00	0.954	40.86	35.67	39.28	31.85	35.50	161.61	13	3.96	0.627	-1.54	-43.37	-100.00	2.41	51.66	-36.98	
156.86	0.880	41.42	35.89	39.98	32.48	35.65	156.83	12	4.44	0.622	-3.35	-42.51	-100.00	1.09	51.14	-47.08	
150.94	0.720	40.32	35.60	38.52	30.64	35.40	150.87	12	6.28	0.606	-6.54	-43.63	-100.00	-0.26	50.47	-60.98	
145.45	0.846	38.01	35.28	34.69	26.92	35.10	146.75	12	11.68	0.537	-6.31	-44.54	-100.00	5.37	49.99	-69.36	
140.35	0.707	39.37	33.72	37.99	33.69	30.01	139.07	12	3.34	0.665	-4.42	-43.39	-100.00	-1.08	49.06	-10000	
134.45	0.544	36.75	33.47	33.99	34.43	27.66	131.12	12	2.27	0.644	-6.35	-41.60	-100.00	-4.08	48.04	-10000	
153.85	0.375	35.18	33.40	30.42	34.19	-10000	-10000	0	6.41	0.642	-10.13	-41.74	-100.00	-3.73	-10000	-10000	
148.15	0.393	33.58	31.76	28.89	30.52	28.82	-10000	0	5.62	0.596	-10.38	-43.31	-100.00	-4.76	-10000	-10000	
140.35	0.304	31.99	30.03	27.52	28.89	26.95	-10000	0	6.51	0.567	-12.53	-43.74	-100.00	-6.02	-10000	-10000	
48.34	1.140	31.52	29.15	27.70	29.31	22.95	-10000	0	5.96	0.488	-12.26	-40.40	-100.00	-6.30	-10000	-10000	
91.43	0.603	31.05	28.72	27.09	28.69	22.11	-10000	5	8.93	0.602	-8.77	-45.40	-100.00	0.17	-10000	-10000	
91.43	0.396	30.14	26.91	27.29	28.59	-10000	-10000	0	1.96	0.720	-7.17	-51.61	-100.00	-5.21	-10000	-10000	
-10000	-10000	24.01	19.90	21.55	17.04	18.98	-10000	1	4.99	0.439	-9.74	-51.09	-100.00	-4.75	-10000	-10000	
51.28	0.683	21.89	15.81	20.55	16.04	11.46	-10000	1	3.52	0.555	2.21	-56.11	-100.00	3.52	-10000	-10000	
50.96	0.827	22.09	17.69	19.96	18.88	-10000	-10000	1	2.29	0.595	0.59	-54.91	-100.00	2.29	-10000	-10000	
158.42	0.434	22.56	18.46	20.15	18.05	14.18	-10000	1	6.83	0.572	-0.37	-54.78	-100.00	6.46	-10000	-10000	
158.42	0.490	21.64	16.91	19.58	16.35	13.17	-10000	1	7.46	0.597	6.04	-57.52	-100.00	7.46	-10000	-10000	
168.42	0.397	21.72	16.24	19.80	17.64	-10000	-10000	1	3.71	0.554	5.78	-54.47	-100.00	3.71	-10000	-10000	
50.96	0.872	20.45	14.56	18.77	15.94	-10000	-10000	1	3.25	0.583	4.84	-57.34	-100.00	3.25	-10000	-10000	
49.69	0.804	20.27	14.83	18.28	14.37	11.32	-10000	1	6.71	0.621	9.63	-60.57	-100.00	6.71	-10000	-10000	
52.29	0.936	19.62	14.84	17.57	16.58	-10000	-10000	1	5.38	0.595	11.56	-57.21	-100.00	5.38	-10000	-10000	
50.47	0.837	19.39	14.49	17.24	14.36	10.24	-10000	1	4.69	0.504	6.04	-55.91	-100.00	4.69	-10000	-10000	
50.63	0.947	30.46	14.64	30.33	14.87	9.56	-10000	1	4.66	0.480	5.94	-54.57	-100.00	4.66	-10000	-10000	
158.42	0.440	33.66	16.29	33.57	16.50	11.35	-10000	1	4.88	0.561	10.11	-55.89	-100.00	4.88	-10000	-10000	
155.34	0.388	21.84	16.30	20.13	17.58	10.85	-10000	1	3.17	0.468	8.21	-51.47	-100.00	3.17	-10000	-10000	
50.00	0.943	22.29	16.54	20.78	19.54	11.26	-10000	1	-0.94	0.511	7.51	-50.97	-100.00	-0.94	-10000	-10000	
51.28	0.765	22.30	16.48	20.73	20.24	-10000	-10000	1	-4.40	0.564	7.15	-52.27	-100.00	-4.40	-10000	-10000	
50.00	0.957	21.89	16.72	20.16	18.87	8.68	-10000	1	-1.47	0.555	5.90	-53.28	-100.00	-2.82	-10000	-10000	
50.00	0.856	22.32	17.26	20.49	19.35	-10000	-10000	1	-2.43	0.525	3.28	-51.67	-100.00	-3.46	-10000	-10000	
50.79	0.903	24.22	18.07	22.94	19.80	9.65	-10000	1	-1.54	0.635	4.69	-55.79	-100.00	-1.54	-10000	-10000	
51.28	0.860	24.27	18.26	22.93	20.63	-10000	-10000	1	-2.32	0.487	7.92	-49.05	-100.00	-2.32	-10000	-10000	
50.31	0.825	24.27	17.91	23.01	20.47	9.88	-10000	1	-2.37	0.433	7.54	-47.47	-100.00	-2.37	-10000	-10000	
51.28	0.942	24.00	18.49	22.44	20.70	8.56	-10000	1	-3.36	0.536	3.71	-50.72	-100.00	-3.79	-10000	-10000	
50.79	0.681	24.70	19.06	23.14	21.97	-10000	-10000	1	-3.13	0.457	5.73	-46.72	-100.00	-3.13	-10000	-10000	
50.00	0.923	26.30	20.85	24.78	23.22	-10000	-10000	1	-3.70	0.563	6.73	-49.25	-100.00	-4.44	-10000	-10000	
49.84	0.798	26.85	19.81	25.80	22.37	9.36	-10000	1	-3.03	0.524	5.54	-48.61	-100.00	-6.41	-10000	-10000	
50.79	0.899	26.82	19.71	25.83	23.20	9.20	-10000	1	-4.74	0.573	4.83	-49.67	-100.00	-5.62	-10000	-10000	
50.63	0.777	27.56	21.94	26.11	25.14	9.73	-10000	1	-3.22	0.476	4.63	-44.17	-100.00	-7.78	-10000	-10000	
52.63	0.836	27.05	21.60	25.55	24.17	9.63	-10000	1	-7.62	0.421	2.91	-43.41	-100.00	-7.62	-10000	-10000	
50.31	0.908	26.43	21.67	24.61	23.11	9.74	-10000	1	-5.21	0.503	2.25	-47.12	-100.00	-5.21	-10000	-10000	
50.96	0.773	27.20	21.48	25.79	24.63	-10000	-10000	1	-6.87	0.568	7.00	-48.04	-100.00	-7.33	-10000	-10000	
50.31	0.987	26.42	21.68	24.58	24.39	9.61	-10000	1	-7.22	0.507	9.04	-45.98	-100.00	-7.22	-10000	-10000	
150.94	0.382	25.69	21.50	23.50	23.28	-10000	-10000	1	-7.12	0.463	6.99	-45.61	-100.00	-7.21	-10000	-10000	
50.31	0.945	27.09	22.39	25.24	24.12	11.74	-10000	1	-6.15	0.579	7.12	-48.99	-100.00	-6.28	-10000	-10000	
50.96	0.765	27.23	21.53	25.81	23.68	11.14	-10000	1	-6.73	0.575	5.08	-49.27	-100.00	-6.73	-10000	-10000	
50.63	0.920	27.26	20.75	26.12	23.73	-10000	-10000	1	-6.80	0.465	5.74	-45.22	-100.00	-6.94	-10000	-10000	
50.31	0.841	27.14	20.36	26.08	22.68	-10000	-10000	1	-3.06	0.376	6.41	-43.60	-100.00	-3.78	-10000	-10000	
50.31	0.918	28.78	20.98	27.97	23.46	9.65	-10000	1	-5.62	0.540	6.54	-48.11	-100.00	-5.62	-10000	-10000	
51.28	0.899	28.00	20.57	27.11	23.84	-10000	-10000	1	-6.77	0.419	6.15	-43.68	-100.00	-6.77	-10000	-10000	
49.84	0.885	26.95	21.77	25.31	23.36	9.62	-10000	1	-5.16	0.430	7.55	-44.49	-100.00	-5.16	-10000	-10000	
51.28	0.925	26.35	19.68	25.25	21.79	-10000	-10000	1	-1.95	0.548	6.41	-50.09	-100.00	-1.95	-10000	-10000	
50.00	0.790	26.66	18.81	25.83	21.67	9.79	-10000	1	-4.03	0.442	6.51	-46.55	-100.00	-4.03	-10000	-10000	
50.96	0.966	25.95	19.34	24.82	21.43	-10000	-10000	1	-2.53	0.539	4.95	-50.11	-100.00	-3.79	-10000	-10000	
50.31	0.859	26.05	20.18	24.68	22.14	9.63	-10000	1	-2.80	0.504	4.53	-48.13	-100.00	-2.80	-10000	-10000	
51.28	0.830	25.42	19.52	24.07	22.25	-10000	-10000	1	-2.36	0.504	7.37	-48.02	-100.00	-2.36	-10000	-10000	
50.00	0.932	25.47	20.20	23.87	22.25	-10000	-10000	1	-1.89	0.553	8.73	-49.82	-100.00	-2.06	-10000	-10000	
50.00	0.821	24.98	19.14	23.57	21.60	-10000	-10000	1	-3.14	0.423	5.73	-46.04	-100.00	-3.14	-10000	-10000	
50.16	0.932	24.73	18.97	23.31	21.08	9.82	-10000	1	-3.81	0.547	7.58	-50.76	-100.00	-3.81	-10000	-10000	
51.45	0.838	24.30	18.02	23.05	20.25	-10000	-10000	1	-1.09	0.548	7.64	-51.63	-100.00	-1.09	-10000	-10000	
51.12	0.929	24.16	18.74	22.60	20.31	13.21	-10000	1	-0.89	0.593	8.04	-53.39	-100.00	-0.89	-10000	-10000	
51.45	0.907	23.88	19.50	21.80	20.63	10.41	-10000	1	-1.76	0.518	6.68	-50.13	-100.00	-1.76	-10000	-10000	
50.63	0.932	23.52	18.98	21.51	20.59	9.17	-10000	1	-2.96	0.533	8.75	-50.72	-100.00	-2.96	-10000	-10000	
50.96	0.953	23.61	19.19	21.54	20.93	10.07	-10000	1	-3.01	0.511	8.35	-49.58	-100.00	-3.01	-10000	-10000	
50.96	0.811	23.13	18.55	21.09	20.36	11.11	-10000	1	-1.02	0.548	6.06	-51.52	-100.00	-1.02	-10000	-10000	
49.84	0.986	23.62	18.72	21.81	21.43	-10000	-10000	1	-2.97	0.565	5.13	-51.12	-100.00	-2.97	-10000	-10000	
50.47	0.895	24.00	19.49	21.96	21.63	-10000	-10000	1	-3.32	0.558	8.64	-50.64	-100.00	-3.32	-10000	-10000	
51.61	0.880	24.07	19.04	22.34	20.64	13.24	-10000	1	-1.11	0.495	8.46	-49.31	-100.00	-1.11	-10000	-10000	
50.79	0.822	24.23	19.84	22.16	21.26	10.13	-10000	1	-4.25	0.589	7.23	-52.27	-100.00	-4.25	-10000	-10000	
50.79	0.984	24.30	20.08	22.13	21.79	-10000	-10000	1	1.28	0.593	3.40	-51.91	-100.00	-4.63	-10000	-10000	
50.47	0.800	24.07	19.93	21.84	21.57	-10000	-10000	1	-1.98	0.451	5.00	-46.93	-100.00	-1.98	-10000	-10000	
50.96	0.941	23.47	19.83	20.88	21.33	-10000	-10000	1	-3.01	0.576	6.58	-51.66	-100.00	-3.01	-10000	-10000	
50.31	0.851	22.75	18.73	20.39	20.24	-10000	-10000	1	-1.79	0.398	9.82	-46.66	-100.00	-1.79	-10000	-10000	
51.12	0.879	22.78	18.20	20.79	19.64	9.30	-10000	1	-1.16	0.460	5.98	-49.15	-100.00	-1.16	-10000	-10000	
50.31	0.863	22.36	18.80	19.66	20.11	-10000	-10000	1	-2.04	0.551	5.37	-51.89	-100.00	-2.04	-10000	-10000	
50.31	0.932	21.76	18.42	18.84	19.40	-10000	-10000	1	-7.48	0.450	4.17	-49.07	-100.00	-7.48	-10000	-10000	
51.12	0.903	21.12	17.48	18.42	18.21	9.85	-10000	1	-1.72	0.522	4.54	-52.70	-100.00	-1.72	-10000	-10000	
50.00	0.917	21.42	17.57	18.87	18.51	9.41	-10000	1	0.48	0.547	3.98	-53.33	-100.00	-1.65	-10000	-10000	
50.31	0.856	21.17	16.81	18.97	17.43	9.53	-10000	1	3.32	0.599	3.22	-56.53	-100.00	0.71	-10000	-10000	
50.96	0.959	20.84	16.40	18.69	17.76	-10000	-10000	1	1.49	0.582	1.22	-55.48	-100.00	1.49	-10000	-10000	
50.63	0.914	20.10	15.20	18.14	15.94	9.53	-10000	1	3.78	0.554	2.78	-56.17	-100.00	3.78	-10000	-10000	
50.63	0.914	18.87	13.95	16.92	14.81	-10000	-10000	1	6.62	0.532	7.20	-56.47	-100.00	6.62	-10000	-10000	
50.47	0.768	20.04	14.82	18.23	16.23	-10000	-10000	1	4.76	0.440	7.88	-51.93	-100.00	4.76	-10000	-10000	
50.00	0.952	20.64	15.32	18.91	16.34	-10000	-10000	1	4.41	0.487	2.61	-53.34	-100.00	4.41	-10000	-10000	
51.12	0.883	21.72	16.79	19.83	18.68	10.04	-10000	1	-0.40	0.422	1.71	-48.93	-100.00	-0.40	-10000	-10000	
50.00	0.862	25.97	18.19	25.12	24.92	-10000	-10000	1	-8.21	0.397	-3.46	-41.95	-100.00	-11.67	-10000	-10000	
51.78	0.872	28.05	21.07	27.04	27.18	9.74	-10000	1	-6.43	0.620	-4.94	-47.71	-100.00	-13.57	-10000	-10000	
155.34	0.291	31.15	24.57	30.06	29.85	-10000	-10000	1	-3.67	0.666	0.33	-47.29	-100.00	-9.10	-10000	-10000	
135.59	0.581	37.84	35.38	34.19	34.96	34.25	135.58	13	1.40	0.758	-6.09	-47.77	-100.00	-6.24	48.62	-10000	
130.08	0.766	42.36	40.56	37.66	38.74	39.74	130.06	13	2.81	0.740	-12.89	-42.75	0.57	-10.66	47.90	-10000	fr
130.08	0.829	44.73	42.65	40.54	41.04	42.22	130.06	13	4.60	0.697	-11.67	-37.79	-100.00	-14.97	47.90	-1.72	fr
131.15	0.856	44.11	41.73	40.35	40.35	41.56	131.12	13	4.17	0.736	-9.98	-40.87	-100.00	-13.12	48.04	1.32	fr
131.15	0.886	43.77	41.15	40.33	40.23	41.02	131.12	13	4.81	0.726	-7.98	-40.34	0.79	-9.95	48.04	3.91	fr
131.15	0.876	43.17	41.79	37.50	37.05	41.71	131.12	13	7.67	0.738	-6.48	-44.30	0.93	-8.54	48.04	3.41	fr
131.15	0.897	40.95	38.72	36.99	35.86	38.63	132.18	13	6.06	0.723	-4.91	-44.53	-100.00	-4.69	48.18	1.04	fr
132.23	0.714	37.14	33.88	34.36	33.27	33.36	130.06	13	0.43	0.727	-2.54	-47.37	-100.00	-4.40	47.90	1.19	fr
128.00	0.615	30.06	27.72	26.20	28.67	-10000	130.06	12	1.71	0.616	-10000	-46.04	-100.00	1.71	47.90	-10000	fr
133.33	0.791	27.05	25.68	21.24	18.37	25.15	133.33	12	11.29	0.557	-10000	-53.86	-100.00	11.29	48.33	-10000	fr
131.15	0.846	25.83	24.74	19.06	16.89	24.22	-10000	1	10.42	0.491	-10000	-52.93	-100.00	10.42	-10000	-10000	fr
132.23	0.682	24.45	22.80	19.22	14.72	22.34	-10000	1	11.74	0.574	-10000	-58.19	-100.00	11.74	-10000	-10000	fr
133.33	0.324	23.60	18.48	21.92	19.10	-10000	-10000	1	9.96	0.425	-10000	-48.60	-100.00	9.96	-10000	-10000	fr
56.54	0.533	21.93	16.53	20.28	14.50	13.76	-10000	1	7.52	0.579	0.60	-58.61	-100.00	7.52	-10000	-10000	fr
130.08	0.338	21.47	17.82	18.85	15.70	15.57	-10000	1	9.42	0.616	8.38	-59.01	0.42	9.42	-10000	-10000	fr
49.54	0.680	19.87	15.41	17.62	16.63	-10000	-10000	1	7.81	0.567	7.63	-56.00	-100.00	7.81	-10000	-10000	fr
49.38	0.815	19.61	13.72	17.91	15.59	-10000	-10000	1	3.44	0.561	5.14	-56.80	-100.00	3.44	-10000	-10000	fr
50.63	0.793	33.24	24.73	32.56	29.74	-10000	-10000	1	-9.81	0.734	-3.27	-51.35	-100.00	-13.08	-10000	-10000	
50.96	0.555	43.69	30.06	43.50	35.48	12.29	-10000	0	-11.32	0.663	-3.68	-41.50	0.44	-15.45	-10000	-10000	
52.46	0.571	42.49	28.71	42.31	33.00	-10000	-10000	0	-15.48	0.553	2.79	-39.07	-100.00	-15.48	-10000	-10000	
155.34	0.383	35.37	27.60	34.56	29.79	16.74	-10000	0	-10.02	0.411	4.18	-37.49	0.41	-10.02	-10000	-10000	
136.75	0.381	37.82	36.29	32.53	37.32	26.59	-10000	0	-10.12	0.805	-1.39	-49.16	0.48	-11.51	-10000	-10000	fr
131.15	0.591	40.86	40.19	32.38	40.01	32.40	130.06	13	-1.28	0.810	-10.39	-46.92	-100.00	-11.66	47.90	-10000	fr
131.15	0.710	39.41	37.98	33.87	34.62	36.25	131.12	13	1.79	0.762	-10.08	-48.40	0.78	-8.30	48.04	-10000	fr
130.08	0.639	37.23	33.91	34.50	34.04	28.21	130.06	13	-0.82	0.711	-3.51	-45.61	0.85	-4.33	47.90	-4.32	fr
129.03	0.538	29.51	28.26	23.35	25.12	26.74	127.97	12	6.63	0.637	-2.03	-50.57	-100.00	4.60	47.62	-3.37	fr
128.00	0.628	27.09	26.11	19.95	22.36	24.28	127.97	12	8.58	0.624	-10000	-52.72	-100.00	8.58	47.62	-10000	fr
129.03	0.760	26.58	25.59	19.42	20.81	24.17	129.01	12	6.89	0.627	-10000	-54.41	-100.00	6.89	47.76	-10000	fr
129.03	0.791	26.00	24.88	19.34	18.43	24.18	-10000	1	11.66	0.644	-10000	-57.60	-100.00	11.66	-10000	-10000	fr
128.00	0.800	26.15	24.81	20.23	17.85	24.11	-10000	1	12.20	0.609	-10000	-56.55	-100.00	12.20	-10000	-10000	fr
128.00	0.762	26.16	24.86	20.00	19.71	23.93	-10000	1	11.07	0.650	-10000	-56.61	-100.00	11.07	-10000	-10000	fr
128.00	0.825	25.83	24.51	19.81	17.44	23.93	-10000	1	13.15	0.562	-10000	-54.99	-100.00	13.15	-10000	-10000	fr
131.15	0.753	27.35	26.10	21.09	22.95	23.81	-10000	6	10.55	0.620	0.86	-51.94	-100.00	10.55	-10000	-10000	fr
129.03	0.775	31.34	30.01	25.50	30.35	-10000	-10000	0	9.86	0.602	-2.08	-43.74	0.50	7.78	-10000	-10000	fr
125.00	0.589	29.49	28.56	22.25	18.13	28.38	126.94	12	11.88	0.578	-5.68	-54.94	-100.00	6.20	47.48	-10000	fr
123.08	0.654	30.87	29.57	24.94	29.09	23.22	123.04	12	10.53	0.692	-7.79	-49.45	0.43	2.74	46.94	-10000	fr
122.14	0.735	32.73	30.53	28.71	25.55	29.91	123.04	12	5.86	0.599	-3.49	-48.41	-100.00	2.29	46.94	-10000	fr
124.03	0.590	33.30	30.28	30.26	30.93	20.98	117.62	12	-2.78	0.418	-0.20	-36.56	-100.00	-2.98	46.16	-10000	fr
54.05	0.672	36.34	32.14	34.25	33.76	15.68	-10000	0	-14.85	0.438	2.21	-34.34	-100.00	-14.85	-10000	-10000	
-10000	-10000	42.50	31.68	42.13	36.21	-10000	-10000	0	-16.52	0.515	3.89	-34.45	-100.00	-16.52	-10000	-10000	
50.31	0.862	48.04	31.57	47.94	41.67	-10000	-10000	0	-26.78	0.512	2.60	-28.88	-100.00	-27.17	-10000	-10000	
48.93	0.587	50.32	31.85	50.26	39.91	9.79	-10000	0	-27.52	0.544	1.60	-31.82	-100.00	-27.64	-10000	-10000	
-10000	-10000	50.74	25.88	50.73	40.18	10.06	-10000	0	-26.30	0.556	3.78	-32.01	-100.00	-26.30	-10000	-10000	
50.31	0.908	48.27	20.78	48.26	34.34	-10000	-10000	1	-21.40	0.515	5.25	-36.32	-100.00	-21.40	-10000	-10000	
50.47	0.831	45.55	19.28	45.54	31.69	9.42	-10000	1	-17.58	0.510	6.36	-38.79	-100.00	-17.58	-10000	-10000	
50.79	0.935	43.08	19.59	43.06	30.08	10.33	-10000	1	-14.61	0.589	8.04	-43.45	-100.00	-14.61	-10000	-10000	
161.62	0.368	46.82	21.07	46.81	33.26	9.68	-10000	1	-19.42	0.528	7.32	-37.87	-100.00	-19.42	-10000	-10000	
50.47	0.911	48.09	24.84	48.07	37.13	-10000	-10000	1	-22.04	0.490	6.56	-32.65	-100.00	-22.04	-10000	-10000	
50.47	0.816	45.22	29.83	45.09	34.94	10.33	-10000	0	-21.41	0.480	7.01	-34.50	-100.00	-21.41	-10000	-10000	
188.24	0.371	37.98	28.77	37.42	30.87	-10000	-10000	0	-7.00	0.285	3.88	-33.04	-100.00	-7.00	-10000	-10000	
130.08	0.551	35.81	34.02	31.10	35.15	-10000	-10000	0	1.00	0.755	-4.71	-47.37	0.40	-3.71	-10000	-10000	
130.08	0.705	37.76	36.72	31.04	36.07	31.95	130.06	13	1.26	0.715	-9.69	-43.82	-100.00	-8.42	47.90	-10000	
129.03	0.648	36.24	35.06	30.02	31.14	34.20	129.01	13	4.66	0.783	-9.32	-53.49	-100.00	-4.66	47.76	-10000	
129.03	0.622	36.45	35.04	30.87	35.25	28.77	129.01	13	2.43	0.773	-7.31	-48.59	-100.00	-4.88	47.76	4.67	
128.00	0.728	35.82	34.54	29.89	34.73	28.03	127.97	13	-0.80	0.725	-5.77	-45.78	-100.00	-6.57	47.62	-11.83	
126.98	0.744	34.87	33.89	27.85	30.44	32.53	127.97	13	0.79	0.718	-5.12	-49.64	-100.00	-4.34	47.62	-15.78	
125.98	0.533	33.57	32.43	27.17	32.42	26.40	125.92	12	2.01	0.663	-5.94	-44.56	-100.00	-3.93	47.34	-17.93	
124.03	0.590	34.14	33.47	25.60	33.21	26.08	123.97	13	-0.42	0.653	-6.97	-43.26	-100.00	-7.39	47.07	-20.14	
124.03	0.761	34.63	33.81	26.94	33.71	26.68	122.12	13	0.11	0.745	-7.84	-48.11	-100.00	-7.74	46.81	-23.18	
123.08	0.650	33.57	32.06	28.23	32.37	26.34	122.12	12	1.34	0.618	-8.17	-42.43	-100.00	-6.83	46.81	-17.95	
118.52	0.541	31.79	29.44	27.96	30.11	25.01	119.40	13	4.51	0.718	-10.75	-49.97	-100.00	-6.23	46.42	-16.29	
118.52	0.547	33.42	30.49	30.32	31.29	23.32	117.62	13	0.73	0.705	-10.40	-48.00	-100.00	-9.68	46.16	-10000	
117.65	0.526	37.96	30.17	37.16	33.08	20.78	119.40	12	-9.75	0.596	-1.66	-40.75	-100.00	-11.41	46.42	-10000	
-10000	-10000	43.05	29.43	42.86	37.33	-10000	-10000	0	-22.28	0.506	4.04	-33.01	-100.00	-22.28	-10000	-10000	
50.31	0.944	47.14	29.31	47.06	39.82	-10000	-10000	0	-28.17	0.584	5.17	-33.50	0.26	-28.17	-10000	-10000	
156.86	0.256	50.84	33.43	50.76	44.50	-10000	-10000	0	-31.86	0.585	6.73	-28.86	-100.00	-31.86	-10000	-10000	
50.79	0.924	52.73	33.34	52.68	47.58	14.21	-10000	5	-31.67	0.522	5.45	-23.33	0.35	-31.67	-10000	-10000	
