#f0 [Hz]	periodicity (0~1)	power [dB]	sonorant power [dB]	high freq. power [dB]	 mid freq. power [dB]	low freq power [dB]	f0 after post-proc. [Hz]	f0 reliability code (0 ~ 13)	a1-a3 [dB]	f1f3syn (-1.0~1.0)	h1-a1 [dB]	breathpow [dB]	ips (-1.0~1.0)	h1-a3 [dB]	f0 after post-proc [semitone]	delta f0 [semitone]	vocal fry detection
-10000	-10000	25.47	19.69	24.04	24.23	-10000	-10000	1	-3.08	0.443	0.82	-41.86	-100.00	-3.08	-10000	-10000	
53.33	0.659	23.93	17.31	22.68	22.34	-10000	-10000	1	-6.74	0.479	-3.52	-44.91	-100.00	-10.26	-10000	-10000	
49.84	0.898	22.43	16.69	20.92	19.99	-10000	-10000	1	-5.78	0.567	0.24	-50.48	-100.00	-5.78	-10000	-10000	
-10000	-10000	21.73	15.02	19.97	17.77	-10000	-10000	1	-4.79	0.507	3.35	-50.44	-100.00	-4.79	-10000	-10000	
50.00	1.165	20.77	14.01	19.39	16.65	-10000	-10000	1	0.08	0.557	7.18	-53.42	-100.00	0.08	-10000	-10000	
77.29	0.367	20.21	13.78	17.95	15.59	-10000	-10000	1	4.67	0.544	8.77	-53.98	-100.00	4.67	-10000	-10000	
51.78	0.924	19.41	13.55	17.76	15.36	-10000	-10000	1	6.26	0.421	9.96	-50.06	-100.00	6.26	-10000	-10000	
155.34	0.389	22.05	19.53	17.76	20.16	-10000	-10000	1	2.47	0.651	1.62	-54.05	-100.00	2.47	-10000	-10000	
50.16	0.798	22.37	19.67	18.87	20.45	-10000	-10000	1	4.40	0.601	2.27	-51.44	0.30	4.40	-10000	-10000	
50.16	0.851	20.76	15.51	18.98	14.77	11.50	-10000	1	5.05	0.561	8.70	-55.46	-100.00	5.05	-10000	-10000	
153.85	0.461	20.48	13.59	18.89	12.66	10.38	-10000	1	7.26	0.535	8.33	-56.57	-100.00	7.26	-10000	-10000	
49.84	1.140	19.98	13.29	18.56	12.32	10.56	-10000	1	7.19	0.524	8.91	-56.50	-100.00	7.19	-10000	-10000	
77.29	0.474	20.45	13.67	18.18	15.05	-10000	-10000	1	6.08	0.489	9.51	-52.54	-100.00	6.08	-10000	-10000	
50.63	1.141	19.92	14.25	17.96	15.38	-10000	-10000	1	2.28	0.566	6.07	-55.05	-100.00	2.28	-10000	-10000	
51.61	0.539	21.27	14.51	19.57	15.57	-10000	-10000	1	5.68	0.607	6.76	-56.58	-100.00	5.68	-10000	-10000	
50.16	0.923	21.95	14.88	20.87	16.25	-10000	-10000	1	5.09	0.479	4.62	-51.00	-100.00	5.09	-10000	-10000	
51.28	0.721	22.39	15.16	21.38	16.40	-10000	-10000	1	2.11	0.603	2.95	-55.57	-100.00	2.11	-10000	-10000	
-10000	-10000	21.00	15.00	19.36	16.30	-10000	-10000	1	3.44	0.544	7.39	-53.27	-100.00	3.44	-10000	-10000	
50.79	1.031	19.88	14.00	18.34	15.30	-10000	-10000	1	7.83	0.617	9.69	-57.30	-100.00	7.83	-10000	-10000	
148.15	0.472	20.14	13.77	17.97	15.23	-10000	-10000	1	5.64	0.464	8.13	-51.53	-100.00	5.64	-10000	-10000	
50.31	1.095	19.72	14.22	17.89	15.91	-10000	-10000	1	6.57	0.496	8.94	-51.92	-100.00	6.57	-10000	-10000	
-10000	-10000	33.75	30.22	31.16	31.50	17.86	-10000	5	-9.27	0.773	-0.93	-50.18	-100.00	-12.79	-10000	-10000	
47.90	0.855	41.30	38.04	38.53	39.15	26.54	-10000	5	-11.33	0.723	-11.99	-39.08	0.23	-23.32	-10000	-10000	
-10000	-10000	34.91	32.10	31.68	33.34	-10000	-10000	0	-3.11	0.415	-7.42	-31.90	-100.00	-17.23	-10000	-10000	
148.15	0.585	34.61	31.92	31.23	33.59	20.65	-10000	0	-0.64	0.479	0.70	-33.66	-100.00	-7.58	-10000	-10000	
142.86	0.671	35.05	33.69	29.32	34.08	25.00	-10000	0	0.75	0.607	1.11	-38.07	-100.00	-2.04	-10000	-10000	
141.59	0.606	33.82	32.06	28.99	29.90	30.91	127.97	12	2.04	0.653	-1.79	-44.41	-100.00	-2.75	47.62	-10000	
125.00	0.795	34.62	32.02	31.12	31.67	30.68	126.94	13	-0.07	0.743	-5.23	-47.86	-100.00	-5.45	47.48	-10000	
124.03	0.799	34.47	31.21	31.64	31.19	30.80	123.97	13	0.03	0.651	-4.90	-43.02	-100.00	-6.34	47.07	-6.36	
122.14	0.854	35.42	32.53	32.28	32.12	31.88	122.12	12	3.17	0.681	-3.26	-43.65	-100.00	-6.12	46.81	-20.39	
121.21	0.675	34.85	31.74	31.90	31.48	31.29	121.21	12	3.70	0.683	-4.68	-44.40	-100.00	-6.17	46.68	-19.05	
120.30	0.580	33.51	30.13	30.83	29.42	29.86	121.21	12	-2.06	0.607	-5.46	-42.73	-100.00	-10.40	46.68	-10000	
120.30	0.711	30.78	27.46	28.03	26.46	27.20	120.23	12	-1.35	0.581	2.14	-44.58	-100.00	-4.98	46.54	-10000	
119.40	0.755	26.46	23.39	23.26	21.57	21.72	-10000	1	5.44	0.467	4.23	-45.29	-100.00	5.44	-10000	-10000	
120.30	0.526	24.55	21.75	21.18	18.38	19.84	-10000	1	11.17	0.439	-10000	-47.59	-100.00	11.17	-10000	-10000	
117.65	0.613	23.88	20.73	20.46	17.63	18.84	-10000	1	10.13	0.549	-10000	-52.13	-100.00	10.13	-10000	-10000	
116.79	0.648	24.69	22.19	20.94	22.83	-10000	-10000	1	11.19	0.569	-10000	-47.72	-100.00	11.19	-10000	-10000	
115.94	0.639	23.94	21.58	19.75	16.23	20.80	-10000	1	11.06	0.498	-10000	-51.67	-100.00	11.06	-10000	-10000	
116.79	0.758	24.36	22.75	19.16	17.25	21.69	-10000	1	7.77	0.509	-10000	-51.03	-100.00	7.77	-10000	-10000	
116.79	0.737	24.83	23.16	19.59	15.98	22.43	-10000	1	10.48	0.511	-10000	-52.37	-100.00	10.48	-10000	-10000	
114.29	0.636	23.96	22.42	18.36	15.59	21.57	-10000	1	11.51	0.495	-10000	-52.20	-100.00	11.51	-10000	-10000	
119.40	0.485	31.29	26.34	29.60	26.03	21.87	-10000	0	2.57	0.770	-10000	-55.43	-100.00	2.57	-10000	-10000	
116.79	0.570	36.67	31.51	35.07	32.04	24.96	-10000	0	-0.47	0.764	-3.43	-48.97	-100.00	-3.91	-10000	-10000	
112.68	0.469	34.30	31.85	30.63	29.72	29.32	112.64	13	0.94	0.751	-7.47	-50.36	-100.00	-6.53	45.41	-10000	
112.68	0.744	37.51	35.80	32.62	35.64	30.79	111.86	13	-1.07	0.753	-12.19	-44.58	-100.00	-13.26	45.29	-10000	
112.68	0.737	40.94	38.76	36.90	39.97	30.90	112.64	13	-5.62	0.713	-11.11	-37.64	0.30	-16.73	45.41	6.50	
113.48	0.613	42.12	39.86	38.19	41.38	29.52	113.42	13	-6.48	0.771	-8.16	-40.15	0.72	-14.64	45.53	13.87	
114.29	0.723	40.07	38.43	35.03	39.41	28.44	115.07	13	-10.64	0.771	-5.98	-42.12	-100.00	-16.62	45.78	16.39	
116.79	0.478	34.89	33.13	30.08	33.62	26.38	115.94	12	-3.87	0.692	-4.87	-42.76	-100.00	-8.75	45.91	17.33	
116.79	0.546	33.90	30.97	30.79	32.64	24.40	116.74	12	-5.07	0.637	-10000	-40.89	-100.00	-5.07	46.03	-10000	
116.79	0.402	29.25	27.63	24.15	28.55	-10000	118.51	12	-3.65	0.610	-10000	-43.73	-100.00	-3.65	46.29	-10000	
-10000	-10000	26.45	19.55	25.38	20.65	-10000	-10000	1	-1.08	0.537	-10000	-48.65	0.33	-1.08	-10000	-10000	
50.00	0.617	24.06	14.58	23.48	16.43	-10000	-10000	1	2.74	0.451	6.72	-49.91	-100.00	2.74	-10000	-10000	
50.79	0.599	19.67	13.79	18.06	15.15	-10000	-10000	1	3.17	0.461	5.99	-51.51	-100.00	3.17	-10000	-10000	
50.79	0.906	19.83	14.52	17.92	15.95	-10000	-10000	1	1.87	0.657	3.89	-58.56	-100.00	1.87	-10000	-10000	
50.47	0.805	19.99	14.55	18.23	14.66	10.13	-10000	1	3.67	0.439	4.48	-51.31	-100.00	3.67	-10000	-10000	
50.00	0.854	19.99	14.76	18.00	16.34	-10000	-10000	1	3.51	0.652	6.73	-57.92	-100.00	3.51	-10000	-10000	
49.69	0.769	19.42	14.46	17.48	15.83	-10000	-10000	1	3.00	0.522	6.02	-52.92	-100.00	3.00	-10000	-10000	
50.47	0.897	19.74	14.44	17.87	15.32	9.30	-10000	1	4.76	0.621	8.50	-57.46	-100.00	4.76	-10000	-10000	
50.63	0.786	19.43	13.47	17.86	13.39	10.13	-10000	1	6.17	0.403	10.03	-51.50	-100.00	6.17	-10000	-10000	
50.00	0.979	19.49	15.34	17.12	16.38	-10000	-10000	1	5.40	0.554	9.93	-53.57	-100.00	5.40	-10000	-10000	
50.79	0.682	19.82	15.74	17.23	16.73	-10000	-10000	1	2.15	0.499	8.88	-51.20	-100.00	2.15	-10000	-10000	
50.00	0.999	25.88	19.30	24.77	21.91	-10000	-10000	1	-0.57	0.638	8.43	-51.67	-100.00	-0.57	-10000	-10000	
50.00	0.649	30.33	22.99	29.41	26.16	9.25	-10000	1	-6.76	0.677	3.71	-49.40	-100.00	-6.76	-10000	-10000	
51.28	0.840	26.78	16.04	26.37	17.91	6.83	-10000	1	-0.42	0.511	7.18	-50.44	-100.00	-0.42	-10000	-10000	
50.31	0.829	31.03	18.98	30.73	21.56	-10000	-10000	1	-5.97	0.473	4.70	-45.49	-100.00	-5.97	-10000	-10000	
49.23	0.659	36.16	21.00	36.02	24.72	-10000	-10000	1	-7.66	0.513	8.17	-43.70	-100.00	-7.66	-10000	-10000	
64.78	0.442	37.71	23.17	37.55	27.60	11.61	-10000	1	-8.37	0.542	8.75	-41.89	-100.00	-8.37	-10000	-10000	
153.85	0.419	36.50	27.01	35.98	27.86	22.00	-10000	0	0.12	0.356	8.08	-35.71	-100.00	0.12	-10000	-10000	
139.13	0.760	34.75	31.62	31.83	29.99	28.56	-10000	0	0.97	0.556	2.09	-40.04	-100.00	0.97	-10000	-10000	
139.13	0.894	34.74	33.73	27.88	31.88	29.99	136.68	13	3.65	0.574	-4.53	-38.87	-100.00	-0.87	48.76	-10000	
137.93	0.913	34.99	33.53	29.54	31.46	29.86	137.87	13	2.17	0.642	-5.61	-42.31	-100.00	-3.44	48.91	-10000	
136.75	0.806	35.26	32.73	31.71	30.81	29.26	136.68	12	1.18	0.622	-5.11	-42.02	-100.00	-3.93	48.76	-10000	
134.45	0.733	33.46	31.48	29.05	29.95	27.40	134.41	12	-0.81	0.630	-2.79	-43.25	-100.00	-3.60	48.47	-10000	
132.23	0.529	30.28	27.56	26.93	27.43	24.65	130.06	12	-0.47	0.604	-10000	-44.59	-100.00	-0.47	47.90	-10000	
122.14	0.694	26.19	23.84	22.22	20.64	22.27	-10000	1	5.65	0.549	-10000	-49.12	-100.00	5.65	-10000	-10000	
118.52	0.812	25.01	23.78	18.67	17.06	23.25	-10000	1	12.97	0.444	0.23	-49.06	-100.00	12.97	-10000	-10000	
119.40	0.834	25.94	24.91	18.99	16.90	24.37	-10000	1	16.22	0.521	2.45	-51.81	-100.00	16.22	-10000	-10000	
118.52	0.589	25.28	23.72	19.26	23.93	-10000	-10000	1	11.05	0.551	1.94	-45.91	-100.00	11.05	-10000	-10000	
53.51	0.907	23.84	22.09	18.80	17.04	20.99	-10000	1	9.71	0.635	-10000	-56.39	-100.00	9.71	-10000	-10000	
110.34	0.481	23.53	21.03	19.11	21.51	-10000	-10000	1	11.49	0.506	-10000	-46.67	-100.00	11.49	-10000	-10000	
48.78	0.857	21.68	17.62	19.32	18.69	-10000	-10000	1	4.88	0.404	-10000	-46.23	-100.00	4.88	-10000	-10000	
152.38	0.310	27.42	24.38	24.34	25.48	-10000	-10000	1	3.26	0.611	7.40	-46.85	0.32	1.20	-10000	-10000	
50.00	0.657	24.73	22.35	20.80	23.04	-10000	-10000	1	6.84	0.551	0.21	-46.80	-100.00	1.76	-10000	-10000	
54.05	0.561	20.72	15.71	18.79	16.99	-10000	-10000	1	4.90	0.415	6.58	-48.25	0.28	4.90	-10000	-10000	
-10000	-10000	24.36	22.16	19.42	22.66	-10000	-10000	1	6.58	0.757	-6.00	-57.84	0.33	-0.02	-10000	-10000	
-10000	-10000	22.70	18.99	19.66	19.89	-10000	-10000	1	2.43	0.607	0.11	-52.26	-100.00	1.98	-10000	-10000	
-10000	-10000	34.86	31.53	32.04	32.77	-10000	-10000	0	-12.70	0.760	3.51	-47.95	-100.00	-13.25	-10000	-10000	
-10000	-10000	45.43	42.63	42.18	43.33	-10000	-10000	0	-17.84	0.799	-3.46	-40.47	0.36	-23.84	-10000	-10000	
75.12	0.345	42.51	36.83	41.14	37.83	16.94	-10000	6	-21.52	0.624	1.27	-35.09	-100.00	-22.37	-10000	-10000	
49.69	0.801	43.46	36.04	42.59	38.03	9.55	-10000	0	-22.66	0.573	5.66	-32.68	0.38	-22.66	-10000	-10000	
-10000	-10000	45.69	41.93	43.32	42.92	10.33	-10000	0	-28.77	0.517	5.34	-25.65	-100.00	-28.77	-10000	-10000	
156.86	0.499	46.52	44.28	42.56	45.06	10.95	-10000	6	-31.59	0.649	8.53	-29.05	-100.00	-31.59	-10000	-10000	
-10000	-10000	43.68	41.63	39.43	42.19	-10000	-10000	0	-26.06	0.430	6.22	-23.50	0.28	-26.06	-10000	-10000	
150.94	0.657	40.80	39.77	33.93	40.04	-10000	-10000	0	-9.03	0.338	10.49	-23.05	-100.00	-9.03	-10000	-10000	
148.15	0.872	38.54	37.81	30.23	36.69	32.47	148.11	12	-1.90	0.440	3.90	-29.31	-100.00	-1.90	50.15	-10000	
145.45	0.958	38.23	37.75	27.95	36.15	33.24	146.75	12	-1.93	0.461	1.24	-31.20	-100.00	-1.93	49.99	-10000	
144.14	0.923	38.86	38.45	28.15	36.95	33.87	142.82	12	-1.20	0.625	0.09	-36.01	-100.00	-1.20	49.52	-10000	
142.86	0.927	38.44	37.76	29.92	29.56	37.64	140.28	12	-1.20	0.687	-0.31	-46.54	-100.00	-1.51	49.21	-43.60	
140.35	0.852	38.36	37.53	30.71	36.65	32.91	136.68	12	0.75	0.568	0.01	-33.86	-100.00	0.75	48.76	-10000	
133.33	0.769	38.36	37.72	29.68	37.39	30.48	130.06	12	-6.03	0.639	0.22	-36.23	-100.00	-6.03	47.90	-10000	
125.98	0.706	35.34	33.26	31.04	33.99	-10000	-10000	0	-4.79	0.427	1.61	-31.61	-100.00	-4.79	-10000	-10000	
61.54	0.860	34.04	31.80	29.95	32.14	25.10	-10000	6	-2.42	0.539	-0.30	-37.24	-100.00	-2.72	-10000	-10000	
-10000	-10000	32.91	31.30	27.26	31.04	26.93	-10000	0	0.25	0.576	-1.82	-39.79	-100.00	-1.56	-10000	-10000	
-10000	-10000	30.19	28.57	24.42	27.44	25.30	113.42	12	5.35	0.509	-2.25	-40.84	-100.00	3.10	45.53	-10000	
-10000	-10000	29.10	27.18	23.52	25.91	24.05	110.32	12	2.10	0.466	-10000	-40.91	-100.00	2.10	45.05	-10000	
52.81	0.538	28.24	26.36	23.29	23.09	24.80	105.95	12	2.60	0.492	-10000	-44.60	-100.00	2.60	44.35	-10000	
103.90	0.683	28.65	26.69	23.94	22.85	25.94	103.89	12	3.25	0.578	-1.03	-48.06	-100.00	2.22	44.01	-42.40	
101.91	0.665	28.89	27.44	23.32	20.97	27.32	101.22	12	7.83	0.504	-2.71	-47.14	-100.00	5.12	43.56	-39.13	
100.00	0.803	31.98	30.55	26.30	25.36	30.35	-10000	5	7.35	0.614	-8.13	-47.10	-100.00	-0.78	-10000	-32.85	
99.38	0.836	34.60	33.35	28.34	33.69	24.34	97.55	12	8.52	0.662	-10.53	-41.08	0.78	-2.01	42.92	-22.97	fr
-10000	-10000	35.44	34.44	28.31	34.42	25.84	96.37	12	8.47	0.619	-12.53	-38.27	0.72	-4.06	42.71	-13.19	fr
-10000	-10000	34.44	33.61	26.33	33.37	25.40	96.93	12	8.41	0.539	-9.95	-36.01	-100.00	-1.54	42.81	-2.00	fr
-10000	-10000	32.87	31.91	25.42	26.42	31.06	96.93	12	2.23	0.618	-9.44	-46.22	-100.00	-7.21	42.81	9.68	fr
98.77	0.728	33.62	32.36	27.39	33.23	-10000	98.11	12	0.97	0.629	-7.28	-39.92	-100.00	-6.31	43.02	18.88	
100.00	0.738	33.46	31.94	28.09	32.84	22.03	99.37	12	2.24	0.634	-10.58	-40.55	-100.00	-8.35	43.24	23.49	
101.91	0.606	33.02	31.42	27.88	32.76	-10000	100.58	12	3.00	0.624	-9.35	-40.16	-100.00	-6.34	43.45	29.03	
103.23	0.657	35.85	34.09	30.99	35.54	20.81	103.17	12	3.11	0.683	-15.31	-40.34	-100.00	-12.20	43.89	32.82	
104.58	0.499	36.81	35.03	32.04	36.58	-10000	104.55	12	2.54	0.645	-16.79	-37.34	-100.00	-14.25	44.12	35.88	
-10000	-10000	33.76	32.57	27.16	33.11	20.46	107.36	12	6.12	0.699	-13.28	-43.67	-100.00	-7.16	44.58	-10000	
-10000	-10000	28.77	27.15	23.12	27.67	-10000	111.86	12	10.68	0.480	-13.78	-39.61	-100.00	-3.09	45.29	-10000	
-10000	-10000	26.37	23.23	22.33	23.08	17.94	-10000	1	2.21	0.529	-4.65	-45.92	0.27	-3.96	-10000	-10000	
-10000	-10000	22.86	19.31	19.32	19.85	-10000	-10000	1	7.38	0.394	-0.40	-44.78	-100.00	6.98	-10000	-10000	
136.75	0.564	21.91	18.23	18.03	12.20	17.45	-10000	1	12.08	0.487	12.62	-55.32	-100.00	12.08	-10000	-10000	
-10000	-10000	21.65	17.05	19.58	17.65	-10000	-10000	1	9.50	0.511	11.20	-50.70	0.17	9.50	-10000	-10000	
-10000	-10000	36.44	33.83	32.98	34.11	14.30	-10000	0	12.36	0.842	-8.85	-53.87	-100.00	-5.63	-10000	-10000	
-10000	-10000	39.67	37.53	35.55	37.72	16.29	-10000	5	14.17	0.733	-11.34	-41.14	0.35	-9.02	-10000	-10000	
186.05	0.401	32.36	30.25	27.99	30.60	-10000	-10000	0	13.25	0.187	-0.36	-28.92	-100.00	-1.58	-10000	-10000	
139.13	0.672	32.76	31.09	27.12	31.94	-10000	-10000	0	5.33	0.666	2.00	-43.04	-100.00	5.33	-10000	-10000	
137.93	0.825	35.64	34.83	27.60	29.48	34.07	137.87	12	6.64	0.648	0.61	-44.58	-100.00	6.32	48.91	-10000	
133.33	0.878	35.71	34.96	27.17	30.75	33.58	133.33	13	4.15	0.706	-0.98	-46.44	-100.00	3.17	48.33	-10000	
129.03	0.876	36.10	35.46	27.29	32.66	33.17	129.01	12	4.89	0.663	-1.76	-42.16	-100.00	3.13	47.76	-10000	
128.00	0.697	36.73	36.32	26.19	34.35	32.66	125.92	12	3.86	0.643	-6.74	-39.47	-100.00	-2.89	47.34	-47.47	
124.03	0.443	37.39	37.21	23.23	35.74	32.09	123.04	12	2.84	0.643	-7.56	-38.08	-100.00	-4.71	46.94	-46.55	
119.40	0.478	36.29	36.10	22.57	34.98	30.15	119.40	12	0.98	0.633	-7.11	-38.36	-100.00	-6.13	46.42	-45.76	
117.65	0.733	34.34	33.94	22.79	32.40	29.20	116.74	12	2.54	0.655	-6.62	-42.01	-100.00	-4.08	46.03	-10000	
-10000	-10000	33.22	32.55	24.21	30.87	28.52	112.64	12	2.66	0.652	-5.86	-43.39	-100.00	-3.20	45.41	-10000	
-10000	-10000	31.78	30.39	25.31	29.28	26.03	-10000	0	3.00	0.640	-7.94	-44.39	-100.00	-4.95	-10000	-10000	
-10000	-10000	28.61	25.32	25.42	26.40	-10000	-10000	0	-0.03	0.570	-1.41	-44.19	-100.00	-1.44	-10000	-10000	
126.98	0.582	24.31	20.42	20.67	20.92	-10000	-10000	1	13.80	0.545	15.68	-48.68	-100.00	13.80	-10000	-10000	
53.69	0.671	20.35	16.11	17.76	16.88	-10000	-10000	1	6.16	0.479	12.27	-50.37	-100.00	6.16	-10000	-10000	
-10000	-10000	20.21	15.71	17.94	16.65	-10000	-10000	1	4.50	0.531	8.00	-52.43	-100.00	4.50	-10000	-10000	
-10000	-10000	20.51	14.80	18.11	15.16	10.02	-10000	1	4.37	0.620	8.47	-57.57	-100.00	4.37	-10000	-10000	
-10000	-10000	19.88	14.15	17.31	13.46	11.22	-10000	1	6.63	0.573	10.23	-57.25	-100.00	6.63	-10000	-10000	
-10000	-10000	34.56	24.18	34.05	28.06	10.39	-10000	1	-7.95	0.761	0.37	-52.73	-100.00	-8.04	-10000	-10000	
-10000	-10000	42.08	32.82	41.52	36.25	-10000	-10000	0	-11.30	0.766	-5.95	-44.91	0.25	-17.32	-10000	-10000	
68.67	0.504	37.35	31.25	36.09	33.68	17.95	-10000	0	-11.10	0.688	3.35	-42.48	-100.00	-11.10	-10000	-10000	
-10000	-10000	30.14	28.22	25.36	29.09	-10000	-10000	0	-0.54	0.538	-3.95	-40.25	-100.00	-4.48	-10000	-10000	
50.63	0.679	28.92	27.43	23.33	26.44	23.64	-10000	0	2.02	0.697	-2.06	-50.23	-100.00	-0.04	-10000	-10000	
97.56	0.547	28.28	26.79	22.67	24.39	24.60	-10000	5	-2.82	0.617	-0.29	-48.21	-100.00	-3.11	-10000	-10000	
48.48	0.802	28.12	26.34	23.35	27.57	-10000	-10000	0	-5.89	0.535	4.30	-41.66	-100.00	-5.89	-10000	-10000	
95.81	0.536	26.92	24.97	22.01	26.08	-10000	-10000	1	-5.74	0.586	-0.90	-45.16	-100.00	-6.64	-10000	-10000	
-10000	-10000	26.21	24.76	20.23	24.55	17.44	-10000	1	-4.14	0.657	-1.71	-49.96	-100.00	-5.85	-10000	-10000	
-10000	-10000	25.42	23.31	19.91	21.94	19.87	-10000	1	1.80	0.570	-2.54	-48.65	-100.00	-0.75	-10000	-10000	
-10000	-10000	22.04	17.60	19.18	17.09	13.51	-10000	1	4.76	0.472	-4.65	-49.93	-100.00	0.11	-10000	-10000	
-10000	-10000	22.06	15.75	19.83	17.35	10.01	-10000	1	-1.55	0.577	0.51	-53.52	-100.00	-1.55	-10000	-10000	
50.16	0.712	20.32	13.96	18.65	16.49	-10000	-10000	1	3.43	0.508	8.69	-51.76	-100.00	3.43	-10000	-10000	
163.27	0.299	21.25	15.15	19.68	17.79	-10000	-10000	1	0.92	0.436	10.33	-48.08	-100.00	0.92	-10000	-10000	
-10000	-10000	26.75	23.95	23.39	25.34	10.53	-10000	1	6.54	0.665	-0.43	-49.58	-100.00	-4.51	-10000	-10000	
66.12	0.576	29.09	26.89	25.00	28.24	-10000	-10000	0	7.81	0.505	-4.90	-39.90	-100.00	-8.77	-10000	-10000	
131.15	0.442	27.88	25.54	23.60	26.56	-10000	-10000	0	7.84	0.485	3.78	-40.89	-100.00	-5.18	-10000	-10000	
148.15	0.518	24.27	22.13	19.44	21.28	17.06	-10000	1	4.03	0.405	10.54	-43.66	-100.00	3.48	-10000	-10000	
136.75	0.517	26.67	25.22	19.96	24.13	19.96	-10000	0	2.98	0.630	0.24	-49.07	-100.00	2.98	-10000	-10000	
-10000	-10000	28.16	27.31	20.31	27.61	-10000	103.17	12	12.31	0.647	-10.92	-46.40	-100.00	1.39	43.89	-10000	
173.91	0.373	28.15	27.19	20.53	27.41	-10000	101.87	12	14.20	0.642	-7.58	-46.36	-100.00	6.63	43.67	-10000	
50.47	0.927	27.95	27.28	19.34	22.91	25.51	101.22	12	11.36	0.593	-8.24	-48.63	0.44	3.12	43.56	-38.83	fr
70.80	0.437	28.13	27.36	20.01	27.61	-10000	101.87	12	7.71	0.662	-4.04	-47.16	0.49	3.67	43.67	-6.07	fr
51.12	0.965	27.01	26.16	19.05	21.28	24.75	102.52	12	10.91	0.541	-4.40	-48.17	-100.00	6.05	43.78	-7.99	fr
65.04	0.567	27.25	26.33	19.77	20.57	25.28	101.22	12	10.93	0.620	-3.81	-52.16	-100.00	7.12	43.56	-11.93	fr
50.31	0.912	27.84	26.98	19.84	19.53	26.38	99.94	12	9.58	0.648	-7.99	-54.53	-100.00	1.59	43.34	-17.78	
99.38	0.493	28.73	27.65	21.96	21.80	27.12	98.74	12	5.54	0.625	-4.86	-51.16	-100.00	-0.79	43.13	-18.33	
49.23	0.959	28.70	26.65	24.30	23.86	26.02	97.55	12	4.37	0.659	-7.24	-50.75	-100.00	-2.87	42.92	-17.39	
96.97	0.480	29.91	28.32	24.69	29.29	-10000	96.37	12	6.03	0.679	-3.96	-46.37	-100.00	0.47	42.71	-10000	
48.34	0.979	30.55	29.53	23.68	30.09	-10000	96.37	12	10.19	0.648	-8.19	-43.97	-100.00	-3.26	42.71	-10000	
-10000	-10000	28.94	27.89	22.07	28.43	-10000	-10000	0	12.42	0.629	0.90	-44.72	-100.00	1.37	-10000	-10000	
49.54	0.856	27.51	26.16	21.69	26.89	-10000	-10000	0	12.61	0.570	-5.48	-43.70	-100.00	-2.26	-10000	-10000	
49.69	0.610	27.95	25.43	24.21	27.18	-10000	-10000	6	4.38	0.616	-7.06	-45.37	-100.00	-8.68	-10000	-10000	
50.16	0.891	28.57	25.54	25.51	27.91	-10000	-10000	0	0.37	0.701	-6.99	-48.99	-100.00	-12.48	-10000	-10000	
51.95	0.585	26.18	22.44	23.60	24.93	-10000	-10000	1	2.28	0.637	-12.51	-48.60	-100.00	-10.23	-10000	-10000	
51.45	0.850	25.62	22.22	22.85	24.20	9.85	-10000	1	6.80	0.583	-13.79	-46.92	-100.00	-6.99	-10000	-10000	
50.47	0.559	25.17	20.90	22.99	23.57	10.64	-10000	1	0.84	0.664	-7.14	-51.30	-100.00	-6.30	-10000	-10000	
51.61	0.653	24.41	19.17	22.78	22.66	8.46	-10000	1	-1.26	0.495	-3.82	-45.13	-100.00	-8.45	-10000	-10000	
50.16	0.823	26.35	20.74	24.91	25.60	-10000	-10000	1	-3.21	0.649	-7.03	-48.51	-100.00	-11.15	-10000	-10000	
-10000	-10000	23.01	17.38	21.41	20.87	8.66	-10000	1	1.17	0.456	-7.63	-45.63	-100.00	-6.45	-10000	-10000	
50.31	1.026	21.03	15.10	19.63	17.60	9.29	-10000	1	-0.37	0.520	0.19	-51.08	-100.00	-0.37	-10000	-10000	
164.95	0.282	21.32	15.48	19.56	17.18	9.63	-10000	1	-0.06	0.375	2.35	-46.91	-100.00	-0.06	-10000	-10000	
50.16	1.017	21.97	16.83	20.23	18.80	-10000	-10000	1	1.39	0.443	-3.29	-47.29	-100.00	-1.90	-10000	-10000	
68.38	0.450	22.28	17.69	20.16	18.07	9.57	-10000	1	7.45	0.497	-6.26	-49.79	-100.00	1.18	-10000	-10000	
49.69	0.899	20.74	15.45	19.02	16.79	-10000	-10000	1	4.86	0.579	2.50	-54.16	-100.00	4.86	-10000	-10000	
71.11	0.476	21.06	15.41	19.48	15.15	11.46	-10000	1	4.86	0.418	3.73	-50.18	-100.00	4.86	-10000	-10000	
50.79	0.852	22.26	16.36	20.74	17.80	-10000	-10000	1	5.82	0.496	5.26	-50.03	-100.00	5.82	-10000	-10000	
71.75	0.455	22.01	17.34	20.00	17.57	11.79	-10000	1	3.71	0.501	7.50	-50.43	-100.00	3.71	-10000	-10000	
49.84	0.893	21.39	16.25	19.47	16.14	9.92	-10000	1	7.06	0.559	5.77	-54.01	-100.00	7.06	-10000	-10000	
50.47	0.720	20.16	15.66	17.94	15.08	10.08	-10000	1	8.56	0.409	1.50	-49.98	-100.00	8.56	-10000	-10000	
49.69	0.911	20.66	15.51	18.74	16.94	-10000	-10000	1	4.27	0.588	3.78	-54.39	-100.00	4.27	-10000	-10000	
51.28	0.619	20.70	15.98	18.62	11.75	15.24	-10000	1	2.60	0.574	4.86	-59.00	-100.00	2.60	-10000	-10000	
